"uuid:ID","instanceType","code","codeSystemVersion","decode","codeSystem","id"
"19891857-b0d8-4277-ae30-d05c46051281","Code","C98388","2023-09-29","Interventional Study","http://www.cdisc.org","Code_1"
"bc9bf6d1-798e-46cf-940c-56ece7af30a5","Code","C15602","2023-09-29","Phase III Trial","http://www.cdisc.org","Code_2"
"484b0044-7868-46d6-9cce-becdb4d96315","Code","C132352","2023-09-29","Sponsor Approval Date","http://www.cdisc.org","Code_6"
"9758759a-920b-4309-9d41-0f5f67b1e190","Code","C68846","2023-09-29","Global","http://www.cdisc.org","Code_7"
"aad7d179-8bba-411b-ad4c-52e1e6075ec9","Code","C99904x4","2023-09-29","New Safety Information Available","http://www.cdisc.org","Code_81"
"7693b11f-efec-46e1-b902-e60f9d03008f","Code","C99904x12","2023-09-29","Inconsistency And/Or Error In The Protocol","http://www.cdisc.org","Code_82"
"9ba8a691-6ef7-4e9c-bdf2-4fc1469029b7","Code","C68846","2023-09-29","Global","http://www.cdisc.org","Code_83"
"6169199b-807f-4017-8264-a80facc1c786","Code","C70793","2023-09-29","Clinical Study Sponsor","http://www.cdisc.org","Code_84"
"a380156b-87bb-46c7-8759-3bb2fd26a343","Code","JPN","2020-08","Japan","ISO 3166 1 alpha3","Code_85"
"ee02a18e-6494-4c2d-b167-08bbb166d8a4","Code","C93453","2023-09-29","Study Registry","http://www.cdisc.org","Code_86"
"1f9fea5f-59a1-4ba9-893f-a918b4ff2697","Code","USA","2020-08","United States of America","ISO 3166 1 alpha3","Code_87"
"c83b0a03-6704-4762-b606-57e7da45fdbc","Code","C15714","2023-09-29","Basic Research","http://www.cdisc.org","Code_127"
"4e143d33-11cd-4957-8a9d-87e4e7f952ed","Code","C139174","2023-09-29","Device Feasibility Study","http://www.cdisc.org","Code_128"
"222cbdb7-52ea-4793-b1c5-cc30261f3d17","Code","C49666","2023-09-29","Efficacy Study","http://www.cdisc.org","Code_129"
"63b0692f-b069-4dda-bab6-e7af4226aaea","Code","C82639","2023-09-29","Parallel Study","http://www.cdisc.org","Code_130"
"a5f7e795-3ca7-450d-9e46-34adc9850b10","Code","C25716","2023-09-29","Visit","http://www.cdisc.org","Code_96"
"3f0c3086-c1d5-4cad-8480-13c8a456a163","Code","C16281","2023-09-29","Ambulatory Care Facility","http://www.cdisc.org","Code_97"
"94c84a8a-06f3-46bf-ae11-7a2385db84fd","Code","C175574","2023-09-29","In Person","http://www.cdisc.org","Code_98"
"808ac9b3-9d2d-4ffb-85b9-63a7b8fa232b","Code","C25716","2023-09-29","Visit","http://www.cdisc.org","Code_99"
"c65b5f99-a46a-44ea-a188-1f530d1f730b","Code","C51282","2023-09-29","Clinic","http://www.cdisc.org","Code_100"
"71ee6e05-b3e0-43ff-9297-d39f7a87c8e2","Code","C175574","2023-09-29","In Person","http://www.cdisc.org","Code_101"
"5ad8db36-752c-46d2-9c0f-f27b97f6b449","Code","C25716","2023-09-29","Visit","http://www.cdisc.org","Code_102"
"9806f33d-bdfb-4d9c-aa11-68b071f00d15","Code","C51282","2023-09-29","Clinic","http://www.cdisc.org","Code_103"
"bd1bf307-1b5e-4a59-a253-b72509872b62","Code","C175574","2023-09-29","In Person","http://www.cdisc.org","Code_104"
"d16ce69e-1cbd-450b-92e4-56fefb58f618","Code","C25716","2023-09-29","Visit","http://www.cdisc.org","Code_105"
"51b6f422-2254-4ca4-98f8-e64e98049f8b","Code","C51282","2023-09-29","Clinic","http://www.cdisc.org","Code_106"
"2a64aefe-5314-4e62-8b12-c481742019a1","Code","C175574","2023-09-29","In Person","http://www.cdisc.org","Code_107"
"9a3eef54-2589-453b-8485-2edc112c77c1","Code","C25716","2023-09-29","Visit","http://www.cdisc.org","Code_108"
"8b4743d9-4e29-4837-a265-3e6c201cd607","Code","C51282","2023-09-29","Clinic","http://www.cdisc.org","Code_109"
"ae3cdb7a-d57d-41f4-87f6-f09a951fe440","Code","C175574","2023-09-29","In Person","http://www.cdisc.org","Code_110"
"005e5a04-1a66-4e0d-a77d-266f0dfbc36f","Code","C25716","2023-09-29","Visit","http://www.cdisc.org","Code_111"
"fe562caa-107a-4a35-a833-ecacc6478ec6","Code","C51282","2023-09-29","Clinic","http://www.cdisc.org","Code_112"
"bac35a21-b963-4e05-bebf-8cbecc73fba9","Code","C175574","2023-09-29","In Person","http://www.cdisc.org","Code_113"
"ecce3398-f03a-4270-bd6a-e02235025ba0","Code","C25716","2023-09-29","Visit","http://www.cdisc.org","Code_114"
"7a60de20-9764-4604-91fb-104d5ceee968","Code","C16281","2023-09-29","Ambulatory Care Facility","http://www.cdisc.org","Code_115"
"7ee4eafc-bbc1-4cd5-8d18-4985500d0972","Code","C175574","2023-09-29","In Person","http://www.cdisc.org","Code_116"
"b45395d0-b3c3-41b2-8de9-b6f9abbe3116","Code","414925007","January 31, 2018","Obtaining Consent","SNOMED","Code_88"
"d51d01ec-1a26-4157-bb0a-6f975cabba14","Code","0001","12","Randomization","SPONSOR","Code_92"
"7a62d139-d463-42fc-bbb7-854b71088732","Code","305056002","January 31, 2018","Admission procedure","SNOMED","Code_89"
"613771ed-1555-445c-94b9-20b0033a80f4","Code","58000006","January 31, 2018","Patient Discharge","SNOMED","Code_90"
"dacb3633-93be-470d-94f1-1bcfba43b3e9","Code","5880005","January 31, 2018","Physical examination procedure","SNOMED","Code_93"
"26bfc65b-ee28-4977-8ec8-24ee69846226","Code","0003","12","Injection site assessment","SPONSOR","Code_94"
"2a130999-07de-4b9b-9d44-9713b824a596","Code","0004","12","Nasal site inspection","SPONSOR","Code_95"
"a69f4e32-5526-4839-9f87-61f84cf0bb9a","Code","0002","12","Meal","SPONSOR","Code_91"
"8901f6d9-a2b2-45cf-94bc-0159a1ff2a07","Code","C173522","","Vital Signs Result","NCI Thesaurus","Code_132"
"637205a6-09df-4c1e-9727-cd7776477d33","Code","C49673","2023-09-29","Beats per Minute","http://www.cdisc.org","Code_133"
"1e09e941-bbd8-4313-985c-9a22df5af573","Code","C73688","","Count per Minute","NCI Thesaurus","Code_134"
"e019e17a-0122-403c-944f-207d8e5b8d34","Code","C83088","","Vital Signs Location","NCI Thesaurus","Code_135"
"69631a6e-ff1e-4a41-a352-34ef0f85947b","Code","C123975","","Vital Signs Laterality","NCI Thesaurus","Code_136"
"3af4dee8-5811-4b3d-910e-e699a4745fc4","Code","C82535","","Test Method","NCI Thesaurus","Code_137"
"13499117-f06d-4e0d-8f45-0f4b40368a38","Code","C83114","","Vital Signs Position","NCI Thesaurus","Code_138"
"199818cf-fe7c-4646-9c72-8c63c8f87f11","Code","C49676","","Pulse Rate","NCI Thesaurus","Code_131"
"60cc9fb6-afa8-4ad1-bb2c-46e46f5d6254","Code","C173522","","Vital Signs Result","NCI Thesaurus","Code_140"
"d7d6fe86-ea72-4793-a23d-a3ef7267fd9c","Code","C42537","2023-09-29","Kelvin","http://www.cdisc.org","Code_141"
"0efd7108-7a8e-471b-a2e7-569018b3a5a2","Code","C44276","","Unit of Temperature","NCI Thesaurus","Code_142"
"54a8cbf1-8fab-433f-87b0-21db0d6f2fa0","Code","C83088","","Vital Signs Location","NCI Thesaurus","Code_143"
"96c68d13-7070-4f76-80c2-2bf0b8df0eb6","Code","C174446","","Body Temperature","NCI Thesaurus","Code_139"
"66b588d2-6785-40dd-a380-8d39483cee1a","Code","C174266","2023-09-29","Experimental Arm","http://www.cdisc.org","Code_117"
"065a9ae6-db5a-423e-9069-31e30f84f1d9","Code","C188866","2023-09-29","Data Generated Within Study","http://www.cdisc.org","Code_118"
"058676da-bb17-4f74-9973-f7e84ed3f3c5","Code","C174266","2023-09-29","Experimental Arm","http://www.cdisc.org","Code_119"
"934f6097-d865-428e-824b-a14421dca6f6","Code","C188866","2023-09-29","Data Generated Within Study","http://www.cdisc.org","Code_120"
"4f5fb59d-6f5e-4239-9855-f119c2abbb50","Code","C49659","2023-09-29","Open Label Study","http://www.cdisc.org","Code_126"
"1852a343-945e-496a-877c-867c42b1dc2b","Code","C48262","2023-09-29","Trial Screening","http://www.cdisc.org","Code_121"
"dfce4f1e-41ec-4e3b-a54c-91c3dd446940","Code","C101526","2023-09-29","Treatment Epoch","http://www.cdisc.org","Code_122"
"e05cdad3-5bcd-4fdf-bac6-478c0910b482","Code","C42872","2023-09-29","Washout Period","http://www.cdisc.org","Code_123"
"d650aa77-d167-48bc-9eef-98902fc0f85b","Code","C101526","2023-09-29","Treatment Epoch","http://www.cdisc.org","Code_124"
"0acac72e-6bc0-4ee6-ba22-da5ef452d15f","Code","C99158","2023-09-29","Clinical Study Follow-up","http://www.cdisc.org","Code_125"
"c9ef27b3-310d-407a-b78a-964f79259268","Code","46635009","January 31, 2018","Diabetes mellitus type 1","SNOMED","Code_144"
"f84f7030-4818-4c46-9a10-b2693e1d5d38","Code","44054006","January 31, 2018","Diabetes mellitus type 2","SNOMED","Code_145"
"3017d346-c2b2-4b11-ab86-64c39005975c","Code","C85826","2023-09-29","Trial Primary Objective","http://www.cdisc.org","Code_166"
"d86089e3-5e2e-4c57-927d-777dd04281fd","Code","C94496","2023-09-29","Primary Endpoint","http://www.cdisc.org","Code_165"
"281c89f5-2002-42de-b806-f5725758898b","Code","C85827","2023-09-29","Trial Secondary Objective","http://www.cdisc.org","Code_168"
"eed72942-0c87-4ddd-abbe-9f912cd1b84c","Code","C139173","2023-09-29","Secondary Endpoint","http://www.cdisc.org","Code_167"
"bc0ea81b-6db2-4730-8698-47257d681df6","Code","C85827","2023-09-29","Trial Secondary Objective","http://www.cdisc.org","Code_170"
"0ae96588-303f-496f-8016-9a8e8626425d","Code","C139173","2023-09-29","Secondary Endpoint","http://www.cdisc.org","Code_169"
"f9419271-256f-41f3-937b-91c5667e8c21","Code","C85827","2023-09-29","Trial Secondary Objective","http://www.cdisc.org","Code_172"
"c5d638c4-2de3-4e51-b521-c6d5f547f40c","Code","C139173","2023-09-29","Secondary Endpoint","http://www.cdisc.org","Code_171"
"1d2a8327-14c4-4b7d-865c-c4b5269191d4","Code","C85827","2023-09-29","Trial Secondary Objective","http://www.cdisc.org","Code_174"
"724dec11-16c2-41b9-9983-754dc64d226d","Code","C170559","2023-09-29","Exploratory Endpoint","http://www.cdisc.org","Code_173"
"d038fc5b-4554-443e-bbba-aa8e71d90ea1","Code","C85827","2023-09-29","Trial Secondary Objective","http://www.cdisc.org","Code_176"
"7507a49c-2288-41d2-b22a-be613d1e1c96","Code","C170559","2023-09-29","Exploratory Endpoint","http://www.cdisc.org","Code_175"
"150117ca-9f41-46b1-97c1-b4e686bfaf04","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_177"
"e30cef2d-fcc1-485d-ab17-bf71e9603eea","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_178"
"8c2782bf-5e4b-44e8-b0bd-127fe7fab9fa","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_179"
"de1ab7a3-a1f9-4e14-81bf-3923edde59e3","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_180"
"a3808dce-9b0e-4350-b9ea-f7bc5aa258b6","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_181"
"25d62f94-3fa5-4e16-9d86-1b4b46f0b1f5","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_182"
"f3ea5085-69f3-4e83-8588-ab09a440a14b","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_183"
"91f752b8-71a4-416a-85c2-c04db52e436c","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_184"
"4a74f4ed-b7fd-4ad0-b071-2ce0b176e569","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_185"
"21a42e47-44c3-455b-82c5-d3d2fd73e3bf","Code","C25532","2023-09-29","Inclusion Criteria","http://www.cdisc.org","Code_186"
"39044627-1d12-40e4-9da2-72d5dd2a0a3b","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_187"
"ffae2dd1-8400-46f4-af7e-406f7649495a","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_188"
"96224e4c-4a1f-47d5-b87c-0fdc84e87dd1","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_189"
"5042f379-2607-4cb9-9f52-19976d95564f","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_190"
"8c9cc603-e4ae-4aa3-b123-72d6265d693a","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_191"
"a60e2461-3d5c-40a1-ab6c-65ba0385dc86","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_192"
"688a37b1-736c-4bae-9e14-736a1afcd1aa","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_193"
"e2e2d746-5937-47ad-bd26-f565ae7734b0","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_194"
"4f3355ca-5951-4a89-8856-6b85b7a5fbb0","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_195"
"e905d31b-15c6-4f4a-a378-5876b4dc0b35","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_196"
"5867830d-6795-416e-9cc4-5cc6cd6b84cd","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_197"
"77f0314d-a200-47ed-ad78-f523f65e88c4","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_198"
"e8a191db-ed93-43d3-a2a4-74393bd81370","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_199"
"bcb84518-be2a-4815-80b7-1223f12d6ab5","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_200"
"345f1eed-c32a-4c0b-ad25-5f2ddd6a9172","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_201"
"ee7d2da2-6242-454c-a45f-e52ef04d4876","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_202"
"fa7d4f63-c9d7-4588-80cf-5f8a36f54438","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_203"
"c890bf7b-6877-43fc-b08a-bf272b10b18c","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_204"
"8215bbf4-4a8e-4aac-9f68-11a499437d1d","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_205"
"c6c8b2e1-29e9-44e6-b5d8-bbb8af06c365","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_206"
"5559a022-5558-49fd-8988-054e2a4fb287","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_207"
"b2205634-921e-4b9d-a1db-4750be9da7c9","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_208"
"8bad5703-447c-452e-9d61-378b933e9857","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_209"
"764d15a8-d21e-42dd-9d65-d049ede21baf","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_210"
"e898fe36-d961-4af5-b502-5e74f6401653","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_211"
"38ea749a-bc0c-4875-87d0-a25635afb029","Code","C25370","2023-09-29","Exclusion Criteria","http://www.cdisc.org","Code_212"
"8d3d4a6c-8495-4854-a24c-9c866a39ad79","Code","C29848","2023-09-29","Year","http://www.cdisc.org","Code_163"
"e41c3061-ac2b-4e81-9c91-53f2bda72b3d","Code","C29848","2023-09-29","Year","http://www.cdisc.org","Code_164"
"6d799eba-25fb-4813-a19c-88bf7b3ae0bf","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_8"
"f7f18470-231b-41cc-b850-95aad4fb7b10","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_9"
"c89c0f33-fd63-46cd-95d3-41cbc988ebd5","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_11"
"fb0219be-d704-497e-97cf-3c8d239fdcc6","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_12"
"76a3710d-c2a0-44a2-a941-05840d6c1322","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_13"
"cbb494b7-0010-4c35-ad34-b30f72fdc279","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_14"
"e487b64a-912c-40e7-b151-d6e346f0dd30","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_15"
"82819df8-26f9-4061-9f11-220b31d9678d","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_16"
"9947b64f-b3f3-43fe-b8d7-69beb8c8caa5","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_17"
"ac206d98-2884-4a5c-a82e-103dfc59a368","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_18"
"142247b8-0d85-4881-b4a6-4ca076ae4d40","Code","C201264","2023-09-29","Fixed Reference","http://www.cdisc.org","Code_19"
"a339a830-d7e5-4e3d-9a31-9703cda04985","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_20"
"8ef576fa-20aa-4977-ae2b-8308185bfb2b","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_21"
"c26d3e7e-8110-4a7d-90e6-f8b4d1cd76e6","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_22"
"197ccc8a-1716-446c-b755-2748a81e7f37","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_23"
"53ee1adf-801f-46d1-9c6b-b3930e489c8e","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_24"
"b6f11c55-ce6d-4cdc-96b5-59638eebcf6c","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_26"
"04f8b601-9549-4b77-bcc0-89fc563db954","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_27"
"8286a9be-967f-4fbd-8c32-dc7494f3e0e1","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_28"
"536f787d-5434-44a1-9bc7-69fae2d4f358","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_29"
"222631c9-357a-40cb-883f-346a91d79d07","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_30"
"f740d72b-ed5d-4824-bebc-705ebe3323a7","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_31"
"3f25e669-2ac7-4f2d-8287-5b725505e750","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_32"
"8c87b31c-ef45-4ac5-958f-8262e5b74543","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_33"
"4e8e3790-b1ca-410f-8694-b2e79fb6cd5e","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_34"
"22530803-a23f-4941-9268-489e8345dae8","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_35"
"2c2d5c5c-1ab1-4c59-b8bd-66c06e76ed4a","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_36"
"c350cf99-73e3-45b5-807e-3d2c02120657","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_37"
"4b8db087-121c-4b8c-abf6-5f6a3c22c2e1","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_39"
"ae48bb41-2e71-42d0-b033-3fffde8be459","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_40"
"a54b6533-b346-4df1-8129-33991ba8643b","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_71"
"00300e99-623c-4008-b578-eeb14955995e","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_72"
"9ce90340-1613-4f05-9058-4f381c13bb2b","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_73"
"37c0845b-cf66-450d-9f5a-df0147d2ed53","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_74"
"31a0633c-7ef4-402d-8cdd-4ff45d4e8f3e","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_75"
"d7ff92cd-a7dd-41e8-861d-8dd185e20578","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_76"
"3a384ff8-dd35-400e-b740-ddaa1f4c0df1","Code","C201264","2023-09-29","Fixed Reference","http://www.cdisc.org","Code_77"
"e93249ad-a9c1-4169-933f-af81767b7423","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_78"
"e99f99fe-662c-4461-839b-01760f4a210f","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_79"
"51d22725-19c2-4ee9-8db8-9578b784f725","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_80"
"38604a1d-f055-4638-8257-1e3b8fb7c136","Code","C201264","2023-09-29","Before","http://www.cdisc.org","Code_41"
"e260c615-7c73-4604-9770-64898fc04c0f","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_42"
"60d6a3ce-4303-4ea6-9392-3762ab67439a","Code","C201264","2023-09-29","Fixed Reference","http://www.cdisc.org","Code_43"
"253bddaa-ffa2-4e4c-8084-0b10d663386d","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_44"
"f301c0ad-7d58-4c10-a721-c7027ed4e7ea","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_45"
"3327a3d6-d4e8-407e-aa72-8f556fb11125","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_46"
"e6b1e002-a9a2-4889-b2c8-4b9e47f00ef0","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_47"
"a162cdfe-1372-4520-982f-11cda68358dc","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_48"
"8f94d755-0c48-471b-8137-fc316ef93918","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_49"
"e45c1fc8-168c-43ed-bb8c-897dcc8a2b7f","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_50"
"63aab6a6-d87e-44d2-aa93-2c9d57fd92fb","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_51"
"73dcbfc5-2a48-4d15-a66a-bc42a86424c8","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_52"
"062b305e-116a-4913-9e17-45c3bc980e6a","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_53"
"518996d4-7ac2-4959-8dc2-b33d5b3d25fb","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_54"
"57e84aa7-6cf1-4445-a9a6-e24e91d0a2c7","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_55"
"322acdf5-20b1-4f95-8cab-34b1678c71ed","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_56"
"fc256612-bef6-417a-8d81-5a2740169450","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_57"
"643464d6-843d-421d-85f5-428ce7a97781","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_58"
"04ec4231-9af5-40b3-a051-7a361050ac9a","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_59"
"0b81d238-56b7-486d-b5e1-ad70b795ac77","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_60"
"4879517e-cf5c-4714-ac8d-dc8fb2c7f739","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_61"
"103b5bf3-0b4d-4e06-8caf-f94a1e32a556","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_62"
"24ca3f9a-6e6b-4e5e-ab1a-5f649d043eb4","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_63"
"de81744d-c7ed-415f-b3d6-7b6b6954fe3d","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_64"
"cd8318b4-1406-4acf-adf9-39c63aa64f2c","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_65"
"dc4bd05e-ad4d-43b2-9471-47f4714c4073","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_66"
"d460424a-36d6-4727-a700-8ab03483bccc","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_67"
"757bf6b5-feb2-4384-8c29-4226dd973867","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_68"
"1a8eb599-9203-4e52-ae91-c0f6ca55b6d5","Code","C201264","2023-09-29","After","http://www.cdisc.org","Code_69"
"8fb18d89-203f-4d98-9abe-76acb8b25e2c","Code","C201265","2023-09-29","Start to Start","http://www.cdisc.org","Code_70"
"df2554c7-ee17-4f8c-8409-233cce7ea252","Code","C99905x1","2023-09-29","Brief Study Title","http://www.cdisc.org","Code_3"
"c936e6fc-572b-44e6-a1b3-af736e082105","Code","C99905x2","2023-09-29","Official Study Title","http://www.cdisc.org","Code_4"
"f397e4a8-a475-49ec-bcf7-c52f66c34148","Code","C25425","2023-09-29","Approval","http://www.cdisc.org","Code_5"
